Project;Version;DUAcov
Chart;10b; 46.45
Chart;11b; 46.45
Chart;12b; 46.35
Chart;13b; 46.2
Chart;14b; 46.23
Chart;15b; 46.29
Chart;16b; 46.21
Chart;17b; 46.17
Chart;18b; 46.16
Chart;19b; 45.91
Chart;1b; 47.12
Chart;20b; 44.86
Chart;21b; 44.8
Chart;22b; 44.74
Chart;23b; 44.55
Chart;24b; 44.54
Chart;25b; 44.61
Chart;26b; 41.74
Chart;2b; 46.04
Chart;3b; 46.05
Chart;4b; 48.17
Chart;5b; 47.95
Chart;6b; 46.56
Chart;7b; 46.5
Chart;8b; 46.5
Chart;9b; 46.5
