Project;Version;DUAcov
Gson;10b; 75.88
Gson;11b; 76.21
Gson;12b; 76.19
Gson;13b; 76.07
Gson;14b; 76.69
Gson;15b; 76.48
Gson;16b; 76.51
Gson;17b; 76.57
Gson;18b; 76.6
Gson;1b; 71.61
Gson;2b; 76.58
Gson;3b; 76.63
Gson;4b; 75.8
Gson;5b; 75.85
Gson;6b; 75.83
Gson;7b; 75.83
Gson;8b; 75.85
Gson;9b; 75.87
