Project;Version;DUAcov
Codec;10b; 75.42
Codec;11b; 76.43
Codec;12b; 77.19
Codec;13b; 78.76
Codec;14b; 77.65
Codec;15b; 78.83
Codec;16b; 78.69
Codec;17b; 77.34
Codec;18b; 77.74
Codec;1b; 65.05
Codec;2b; 66.42
Codec;3b; 74.91
Codec;4b; 74.97
Codec;5b; 75.16
Codec;6b; 73.75
Codec;7b; 73.54
Codec;8b; 73.25
Codec;9b; 73.31
