Program;Version;UncFdpMax;NoUncFdpMax;Status;SubFdpMax;NoSubFdpMax;LessFdpUnc;MoreFdpUnc
Codec;10b;0.090909;3;clear;0.090909;1;False;False;
Codec;11b;0.500000;2;clear;0.000000;0;False;True;
Codec;12b;1.000000;1;clear;0.000000;0;False;True;
Codec;13b;0.400000;1;clear;0.000000;0;False;True;
Codec;14b;0.200000;1;clear;0.200000;1;False;False;
Codec;15b;1.000000;1;clear;0.000000;0;False;True;
Codec;16b;1.000000;5;clear;0.000000;0;False;True;
Codec;17b;0.333333;1;clear;0.000000;0;False;True;
Codec;18b;1.000000;9;clear;1.000000;13;False;False;
Codec;1b;0.500000;2;clear;0.000000;0;False;True;
Codec;2b;0.666667;2;clear;0.000000;0;False;True;
Codec;3b;0.500000;7;clear;0.500000;2;False;False;
Codec;4b;0.666667;1;clear;0.666667;1;False;False;
Codec;5b;0.333333;24;clear;0.333333;8;False;False;
Codec;6b;0.250000;11;clear;0.250000;1;False;False;
Codec;7b;0.250000;2;clear;0.000000;0;False;True;
Codec;8b;0.500000;4;clear;0.500000;5;False;False;
Codec;9b;0.500000;4;clear;0.000000;0;False;True;
