Project;Version;DUAcov
Csv;10b; 86.32
Csv;11b; 86.75
Csv;12b; 86.66
Csv;13b; 86.15
Csv;14b; 84.44
Csv;15b; 85.82
Csv;16b; 85.79
Csv;1b; 81.47
Csv;2b; 85.22
Csv;3b; 84.6
Csv;4b; 86.22
Csv;5b; 86.34
Csv;6b; 86.46
Csv;7b; 86.53
Csv;8b; 86.24
Csv;9b; 86.26
