Project;Version;DUAcov
JacksonXml;1b; 56.47
JacksonXml;2b; 56.66
JacksonXml;3b; 56.75
JacksonXml;4b; 57.46
JacksonXml;5b; 59.46
JacksonXml;6b; 59.56
